"ThreatHi","SamPt","NetComp","Gender","Educ","OwnPC","UseNet","nextyear_M","Statements1","OpinionPak","OpinionRussia","CanBuy_M","Region_M","TodayEcSit_M","GeoCode","AgeGroup2","TrustGov_M","totwt"
"0","112","1","Female",15,"No","No","2","3","2","3","3","Northern","3","Urban","4","Trust",1.06120972220014
"0","112","2","Male",14,"Yes","Yes","2","3","2","3","3","Northern","2","Urban","3","Trust",1.21439593793391
"0","112","5","Male",15,"Yes","Yes","2","3","2","4","3","Northern","3","Urban","1","Trust",1.16408373000407
"0","112","3","Female",14,"Yes","Yes","2","3","2","3","4","Northern","3","Urban","2","Trust",0.807877576684104
"0","112","3","Male",11,"Yes","Yes","3","3","2","4","3","Northern","2","Urban","2","Trust",1.17156738263872
"1","113","5","Female",12,"Yes","Yes","3","3","2","3","3","Northern","3","Urban","2","Trust",0.807877576684104
"0","113","5","Female",10,"Yes","Yes","2","3","2","3","2","Northern","3","Urban","4","Trust",1.06120972220014
"0","113","5","Male",16,"Yes","Yes","2","3","2","3","3","Northern","3","Urban","2","Trust",1.17156738263872
"0","113","5","Male",11,"Yes","Yes","2","3",NA,"3","3","Northern","3","Urban","3","Trust",1.21439593793391
"1","113","1","Male",12,"No","Yes","2","3","2","3","3","Northern","3","Urban","1","Trust",1.16408373000407
"0","113","5","Female",18,"Yes","Yes","3","3","2","4","3","Northern","3","Urban","2","Trust",0.807877576684104
"0","113","5","Male",15,"Yes","Yes","3","3","2","3","2","Northern","3","Urban","2","Trust",1.17156738263872
"0","113","5","Female",15,"Yes","Yes","3","3","2","3","3","Northern","1","Urban","2","Trust",0.807877576684104
"1","113","3","Female",13,"Yes","Yes","2","3","2","3","3","Northern","2","Urban","2","Distrust",0.807877576684104
"1","114","5","Female",10,"Yes","Yes","3","3","2","3","5","Northern","4","Urban","4","Trust",1.06120972220014
"1","114","4","Female",16,"Yes","Yes","2","3","2","3","6","Northern","2","Urban","3","Trust",0.837410858318167
"0","114","5","Male",13,"Yes","Yes","2","3",NA,"3","4","Northern","2","Urban","1","Trust",1.16408373000407
"1","114","1","Female",9,"No","No","3","3","2","3","1","Northern","4","Urban","5","Trust",1.0521951184834
"1","114","1","Female",13,"Yes","Yes","3","4",NA,"3","3","Northern","3","Urban","5","Trust",1.0521951184834
"0","115","5","Female",13,"Yes","Yes","3","4","2","3","2","Northern","2","Urban","2","Trust",0.807877576684104
"1","115","5","Female",11,"Yes","Yes","3","2","1","4","1","Northern","2","Urban","2","Distrust",0.807877576684104
"1","115","2","Female",15,"No","Yes","2","4","2","3","3","Northern","4","Urban","4","Distrust",1.06120972220014
NA,"115","1","Male",11,"Yes","Yes","3","4","2","3","4","Northern","2","Urban","2","Distrust",1.17156738263872
"1","115","1","Female",7,"Yes","No","3","1",NA,"4","3","Northern","5","Urban","5","Trust",1.0521951184834
"1","115","5","Female",15,"Yes","Yes","3","4","2","3","5","Northern","4","Urban","4","Trust",1.06120972220014
"0","116","5","Female",14,"Yes","Yes","3","4","1","4","2","Southern","3","Urban","5","Trust",1.31271539648987
"1","116","2","Male",13,"No","Yes","3","4",NA,"4","3","Southern","2","Urban","5","Distrust",1.9036727662718
"1","116","5","Female",15,"Yes","Yes","3","4","2","4","2","Southern","3","Urban","3","Trust",1.04475121352636
"0","116","4","Male",15,"Yes","Yes","2","3","2","3","3","Southern","2","Urban","1","Distrust",1.45230728439632
"1","116","4","Female",11,"Yes","Yes","3","3",NA,"3","3","Southern","2","Urban","3","Trust",1.04475121352636
"0","116","5","Female",13,"Yes","Yes",NA,"2",NA,"3","4","Southern","2","Urban","2",NA,1.00790558211364
"0","118","5","Female",12,"Yes","Yes","3","4",NA,"4","2","Western","2","Urban","5","Trust",1.21632820174111
"0","118","1","Female",15,"No","Yes","3","4","3","3","3","Western","5","Urban","2","Trust",0.933899295685281
"0","119","5","Female",16,"Yes","Yes","1","3","2","3","1","Western","2","Urban","2",NA,0.933899295685281
"1","119","5","Male",11,"Yes","Yes","3","3",NA,"4","6","Western","4","Urban","1","Trust",1.34567044184046
"0","119","1","Female",13,"No","No","3","4",NA,"4","2","Western","3","Urban","5","Trust",1.21632820174111
"1","119","4","Male",21,"Yes","Yes","1","4","3","3","4","Western","3","Urban","4","Trust",1.77900607796228
"0","119","1","Female",14,"No","Yes","2","4",NA,"4","3","Western","3","Urban","1","Trust",0.927933801913243
"0","119","5","Female",15,"Yes","Yes","3","4",NA,"4","4","Western",NA,"Urban","3","Trust",0.96803950666939
"0","120","1","Female",15,"No","No","3","3","3","4","3","Southern","3","Urban","4","Trust",1.32396198838555
"0","120","2","Female",12,"Yes","Yes","2","4","2","4","3","Southern","3","Urban","2","Trust",1.00790558211364
"1","120","5","Female",12,"Yes","Yes","3","3","2","3","4","Southern","4","Urban","3","Trust",1.04475121352636
"0","120","5","Female",11,"Yes","Yes","3","3","3","4","3","Southern","4","Urban","1","Trust",1.00146735638558
"1","120","5","Female",14,"Yes","Yes","3","3",NA,"3","3","Southern","2","Urban","5","Trust",1.31271539648987
"0","120","4","Female",14,"Yes","Yes","2","3","3","3","3","Southern","2","Urban","3","Trust",1.04475121352636
"0","120","5","Female",17,"Yes","Yes","2","3","2","3","3","Southern","3","Urban","3","Trust",1.04475121352636
"1","121","5","Female",11,"Yes","Yes","3","4","2","3","3","Southern","3","Urban","5","Trust",1.31271539648987
"0","121","5","Female",17,"Yes","Yes","3","4","1","4","3","Southern","1","Urban","2","Trust",1.00790558211364
"0","121","1","Female",11,"No","Yes","2","1","2","3","3","Southern","4","Urban","2","Trust",1.00790558211364
"0","121","5","Female",14,"Yes","Yes","3","3","3","3","3","Southern","3","Urban","2","Trust",1.00790558211364
"0","122","4","Female",25,"Yes","Yes","2","3","2","3","2","Southern","2","Urban","4","Trust",1.32396198838555
"1","123","4","Female",11,"Yes","Yes","2","2","2","4","4","Southern","3","Urban","1","Trust",1.00146735638558
"0","123","1","Male",10,"No","No","3","2","2","4","4","Southern","5","Urban","4","Trust",1.91998234164697
"0","124","5","Female",16,"Yes","Yes","2","3","2","4","3","Southern","2","Urban","1",NA,1.00146735638558
"0","124","1","Female",13,"Yes","Yes","3","2","2","3","4","Southern","4","Urban","2","Trust",1.00790558211364
"0","124","1","Male",13,"No","No","3","2","2","4","4","Southern","4","Urban","4","Trust",1.91998234164697
"0","124","4","Female",15,"Yes","Yes","2","2","2","4","3","Southern","2","Urban","4","Trust",1.32396198838555
"0","124","1","Female",14,"No","No","2","2","2","3","3","Southern","3","Urban","5","Trust",1.31271539648987
"0","124","1","Female",13,"Yes","Yes","3","2","1","4","4","Southern","4","Urban","2","Trust",1.00790558211364
"0","125","5","Male",12,"Yes","Yes","2","3",NA,"3","2","Southern","2","Urban","1","Trust",1.45230728439632
"1","125","5","Female",13,"Yes","Yes","2","3","2","4","3","Southern","3","Urban","3","Trust",1.04475121352636
"1","125","1","Female",13,"No","No","3","4","1","4","2","Southern","2","Urban","4","Trust",1.32396198838555
"1","125","1","Female",11,"No","No","3","3","2","3","2","Southern","1","Urban","3","Trust",1.04475121352636
"0","125","4","Female",15,"Yes","Yes","3","3","2","3","4","Southern","4","Urban","1","Trust",1.00146735638558
"0","125","5","Male",16,"Yes","Yes","2",NA,NA,"3","3","Southern","3","Urban","1","Trust",1.45230728439632
"0","126","5","Male",14,"Yes","Yes","1","4","2","3","3","Southern","4","Urban","5","Trust",1.9036727662718
"1","126","4","Male",9,"Yes","Yes",NA,"4","2",NA,"2","Southern","2","Urban","3","Trust",1.5150766404033
"0","126","4","Female",12,"Yes","Yes","2","3","2","4","4","Southern","3","Urban","1","Trust",1.00146735638558
"0","126","1","Female",10,"Yes","No","2","3",NA,"3","3","Southern","3","Urban","5","Trust",1.31271539648987
"0","127","1","Male",12,"No","No","3","3","1","4","3","Southern","4","Urban","5","Trust",1.9036727662718
"1","127","1","Female",10,"No","No","3",NA,"2","4","3","Southern","5","Urban","2","Trust",1.00790558211364
"0","128","1","Male",10,"No","No","3","1","1","4","4","Southern","5","Urban","3","Trust",1.5150766404033
"0","129","5","Male",13,"Yes","Yes","2","2",NA,"3","3","Eastern","3","Urban","1","Trust",1.86329500701784
"0","129","5","Male",15,"Yes","Yes","2","3",NA,"3","3","Eastern","2","Urban","2","Trust",1.87527374379509
"1","130","5","Female",14,"Yes","Yes","3","3",NA,"4","3","Eastern","3","Urban","2","Distrust",1.29313228603573
"0","130","2","Female",15,"Yes","Yes","3","2","4","2",NA,"Eastern","5","Urban","1","Trust",1.28487210998205
"0","131","5","Female",12,"No","Yes","3","2","2","4","2","Northern","3","Urban","1","Trust",0.802717075252585
"0","131","2","Male",17,"Yes","Yes","1","2","2","4","2","Northern","3","Urban","2","Trust",1.17156738263872
"0","131","5","Female",12,"Yes","Yes","3","4","2","4","2","Northern","4","Urban","1","Trust",0.802717075252585
"1","131","5","Male",12,"Yes","Yes","2","4","2","4","2","Northern","3","Urban","1","Trust",1.16408373000407
"0","131","5","Female",10,"Yes","Yes","2","2",NA,NA,"3","Northern","4","Urban","1","Trust",0.802717075252585
"0","131","1","Female",12,"Yes","Yes","3",NA,NA,"4","3","Northern","4","Urban","1","Trust",0.802717075252585
"1","131","4","Female",11,"No","Yes","3","2",NA,"4","1","Northern","3","Urban","2","Trust",0.807877576684104
"0","131","5","Female",15,"Yes","Yes","3","3","2","3","2","Northern","4","Urban","1","Trust",0.802717075252585
"0","132","5","Female",10,"Yes","Yes","2","4","1","4","5","Northern","4","Urban","5","Trust",1.0521951184834
"0","132","1","Male",9,"Yes","Yes","1","4",NA,"3","3","Northern","2","Urban","1","Distrust",1.16408373000407
NA,"132","5","Male",14,"Yes",NA,"1",NA,NA,"4","5","Northern","3","Urban","3","Distrust",1.21439593793391
"0","132","5","Female",13,"Yes","Yes","3","2","2","4","2","Northern","4","Urban","1","Trust",0.802717075252585
"0","133","1","Female",10,"Yes","No","2","4","3","4","5","Eastern","3","Urban","4","Trust",1.69862933894574
"1","133","1","Male",15,"Yes","No","3","4","1","4","6","Eastern","3","Urban","3","Trust",1.94382743214448
"0","133","5","Female",16,"Yes","Yes","2","4","2","3","3","Eastern","3","Urban","5","Trust",1.68420007955253
NA,"133","1","Female",15,"No","No","2","1",NA,"3","1","Eastern","3","Urban","5","Trust",1.68420007955253
"0","133","2","Female",13,"Yes","Yes","3","2","3","4","3","Eastern","4","Urban","1","Trust",1.28487210998205
"0","134","1","Female",10,"Yes","No","1","4","1","3","4","Eastern","5","Urban","3","Trust",1.34040484452205
"0","134","1","Female",16,"No","No","1","2","3","4","2","Eastern","3","Urban","5","Trust",1.68420007955253
"0","134","1","Female",14,"No","Yes","3","2","2","4","3","Eastern","4","Urban","3","Trust",1.34040484452205
"0","134","1","Male",13,"No","No","2","4","3","4","5","Eastern","3","Urban","5","Trust",2.44239218414752
"1","135","4","Female",10,"Yes","Yes","1","4",NA,"4","3","Eastern","3","Urban","5","Trust",1.68420007955253
"0","135","1","Female",12,"Yes","Yes","3","4","1","4","6","Eastern",NA,"Urban","5","Trust",1.68420007955253
"0","135","2","Female",11,"No","Yes","2","4","2","3","2","Eastern","2","Urban","2","Trust",1.29313228603573
"0","135","3","Female",15,"Yes","Yes","2","4","2","3","3","Eastern","2","Urban","1","Trust",1.28487210998205
"0","135","4","Female",14,"Yes","Yes","2","4","2","3","3","Eastern","3","Urban","4","Trust",1.69862933894574
"0","135","1","Male",14,"Yes","No","3","2",NA,"4","6","Eastern","3","Urban","5","Trust",2.44239218414752
NA,"135","4","Male",11,"No","Yes",NA,NA,NA,"4","5","Eastern","3","Urban","5","Trust",2.44239218414752
"0","136","5","Female",10,"Yes","Yes","2","4","2","4","1","Eastern","4","Urban","4","Trust",1.69862933894574
"1","136","1","Female",16,"No","No","2","3",NA,"3","2","Eastern","3","Urban","5","Trust",1.68420007955253
"0","136","5","Female",15,"Yes","Yes","2","2",NA,"3","3","Eastern","4","Urban","5","Trust",1.68420007955253
"0","136","1","Female",15,"No","No","3","1","2","3","3","Eastern","3","Urban","5","Trust",1.68420007955253
"0","136","2","Female",10,"No","Yes","3","4","3","4","2","Eastern","4","Urban","5","Trust",1.68420007955253
"0","136","3","Female",10,"No","Yes","3","3","2","3","1","Eastern","3","Urban","5","Trust",1.68420007955253
"1","136","4","Female",13,"Yes","Yes","2","3","2","3","5","Eastern","3","Urban","1","Trust",1.28487210998205
"1","136","2","Female",10,"No",NA,"3",NA,NA,"2","6","Eastern","3","Urban","2","Trust",1.29313228603573
"1","137","1","Female",16,"Yes","Yes","2","4",NA,"3","2","Eastern","2","Urban","3","Trust",1.34040484452205
"0","137","5","Female",13,"Yes","Yes","1","4",NA,"4","2","Eastern","2","Urban","4","Trust",1.69862933894574
"1","137","5","Female",13,"Yes","Yes","3","4","3","4","3","Eastern","2","Urban","2","Trust",1.29313228603573
NA,"137","1","Female",12,"No","Yes",NA,NA,NA,"3","1","Eastern","3","Urban","2","Trust",1.29313228603573
"1","137","5","Male",15,"Yes","Yes",NA,"4",NA,"4","6","Eastern","1","Urban","2","Trust",1.87527374379509
"1","138","4","Female",10,"Yes","Yes","2","3","4","4","3","Eastern","3","Urban","1","Trust",1.28487210998205
"1","138","5","Female",17,"Yes","Yes","1","4","2","3","2","Eastern","1","Urban","2","Trust",1.29313228603573
"0","138","2","Female",14,"No","Yes","1","3","3","4","2","Eastern","2","Urban","4","Trust",1.69862933894574
NA,"138","5","Female",13,"Yes","Yes","3","2",NA,"4","5","Eastern","3","Urban","4","Trust",1.69862933894574
"0","138","1","Female",11,"Yes","No","3","3",NA,"3","2","Eastern","2","Urban","4","Trust",1.69862933894574
"1","138","1","Female",9,"No","No",NA,NA,NA,"4","2","Eastern","4","Urban","4","Distrust",1.69862933894574
"0","139","5","Male",15,"Yes","Yes","2","4","2","3","4","Astana","4","Urban","1","Trust",1.21545448941586
"0","140","5","Female",15,"Yes","Yes","3","1","3","4","4","Astana","4","Urban","2","Trust",0.843529036760667
"0","140","5","Female",11,"Yes","Yes","3","4","2","3","5","Astana","2","Urban","2","Trust",0.843529036760667
"0","140","5","Female",15,"Yes","Yes","3","4",NA,"4","3","Astana","4","Urban","5","Trust",1.09862825803573
"0","140","3","Female",15,"Yes","Yes","3","3","2","3","5","Astana","4","Urban","3","Trust",0.874365615628734
"0","142","4","Male",11,"Yes","Yes","3","2","1","4","5","Astana","4","Urban","1","Trust",1.21545448941586
"1","142","5","Female",12,"Yes","Yes","3","4","2","3","4","Astana","3","Urban","2","Trust",0.843529036760667
"0","142","5","Female",10,"Yes","Yes","3","3","2","4","5","Astana","4","Urban","1","Trust",0.838140803534046
"1","142","5","Female",14,"Yes","Yes","2","3","3","4",NA,"Astana","4","Urban","1","Trust",0.838140803534046
"1","143","5","Female",15,"Yes","Yes","2","3","3","4","4","Astana","4","Urban","5","Trust",1.09862825803573
"0","143","5","Female",15,"Yes","Yes","3","4","2","2","5","Astana","4","Urban","2","Trust",0.843529036760667
"1","143","5","Female",15,"Yes","Yes","3","4",NA,"4","3","Astana","5","Urban","3","Trust",0.874365615628734
"1","143","4","Female",15,"Yes","Yes","3","4","3","3","4","Astana","4","Urban","3","Trust",0.874365615628734
NA,"144","1","Male",14,"No","Yes","1","3",NA,"3",NA,"Astana","1","Urban","4","Trust",1.60685770967816
"0","144","1","Female",12,"No","No","3","4","4","4","3","Astana","3","Urban","3","Trust",0.874365615628734
"1","145","1","Female",12,"No","No","3","4","3","3","3","Astana","4","Urban","4","Trust",1.10804067423518
NA,"145","4","Female",15,"Yes","Yes","3","1",NA,"3","4","Astana","4","Urban","5","Trust",1.09862825803573
"1","145","1","Female",12,"Yes","Yes","3","3","1","2","4","Astana","3","Urban","2","Distrust",0.843529036760667
"1","145","2","Female",14,"Yes","Yes","1","4","1","4","2","Astana","2","Urban","4","Distrust",1.10804067423518
"1","145","4","Male",11,"Yes","Yes","3","2","2","3","3","Astana","2","Urban","3","Trust",1.26798696403478
"0","146","3","Female",12,"Yes","Yes","3","3","3","4","4","Astana","4","Urban","1","Trust",0.838140803534046
"0","146","2","Female",15,"Yes","Yes","3","3","4","4","4","Astana","4","Urban","2","Trust",0.843529036760667
"0","148","5","Female",14,"Yes","Yes","3","3","2","4","4","Almaty","4","Urban","1","Trust",0.601650000484311
"1","148","5","Female",16,"Yes","Yes",NA,"4","3","3","4","Almaty","3","Urban","2","Trust",0.605517883433974
"0","150","1","Female",11,"No","Yes","3","3","2","3","3","Almaty","3","Urban","3","Trust",0.627653576640508
NA,"150","1","Male",10,"Yes","No","3","4",NA,"3","3","Almaty",NA,"Urban","5","Trust",1.14366655432794
"1","154","1","Female",10,"No","Yes","3","3",NA,"4","2","Almaty","4","Urban","5","Trust",0.788638005919995
"1","155","5","Female",12,"Yes","Yes","2","2","2","2","3","Almaty","2","Urban","2","Trust",0.605517883433974
"0","155","5","Female",11,"Yes","Yes","2","4","1","4","3","Almaty","1","Urban","3","Trust",0.627653576640508
"1","155","4","Female",13,"Yes","Yes","3","3","1","3","3","Almaty","2","Urban","3","Trust",0.627653576640508
"1","155","3","Female",14,"Yes","Yes","3","4","1","4","2","Almaty","2","Urban","3","Trust",0.627653576640508
"1","156","1","Female",13,"Yes","Yes","2","4","2","4","2","Almaty","2","Urban","3","Trust",0.627653576640508
"0","156","2","Female",11,"Yes","Yes","2","2","2","4","4","Almaty","4","Urban","1","Trust",0.601650000484311
"0","157","4","Male",15,"Yes","Yes","1","3","3","4","3","Almaty","1","Urban","2","Distrust",0.878109533312462
"0","157","5","Female",15,"Yes","Yes","3","1","3","3","2","Almaty","4","Urban","3","Trust",0.627653576640508
"0","157","5","Female",13,"Yes","Yes","3",NA,"2","4","2","Almaty","4","Urban","1","Trust",0.601650000484311
"0","158","2","Female",11,"Yes","Yes","3","2","2","3","3","Almaty","4","Urban","2","Trust",0.605517883433974
"0","158","5","Female",11,"Yes","Yes","3","2","3","3","3","Almaty","4","Urban","2","Trust",0.605517883433974
"0","158","5","Female",18,"Yes","Yes","2","4",NA,"4","2","Almaty","2","Urban","2","Trust",0.605517883433974
"0","158","5","Female",14,"Yes","Yes","3","3",NA,"4","2","Almaty","4","Urban","4","Trust",0.795394603602727
"0","160","5","Female",19,"Yes","Yes","3","3",NA,NA,"2","Almaty","2","Urban","3","Trust",0.627653576640508
"1","160","5","Male",15,"Yes","Yes","2","3","3","3","2","Almaty","3","Urban","2","Trust",0.878109533312462
"1","160","1","Female",16,"No","No","2","4",NA,"3","4","Almaty",NA,"Urban","5","Trust",0.788638005919995
"0","161","4","Female",15,"Yes","Yes","3",NA,"2","3","2","Almaty",NA,"Urban","2","Trust",0.605517883433974
"0","161","5","Female",11,"Yes","Yes","2","4","2","3","3","Almaty","2","Urban","1","Trust",0.601650000484311
"1","161","1","Female",15,NA,"Yes",NA,"4","2","4","2","Almaty","2","Urban","3","Trust",0.627653576640508
"0","161","5","Female",15,"Yes","Yes","2","3","2","2","4","Almaty","3","Urban","5",NA,0.788638005919995
"1","161","1","Male",17,"Yes","Yes","3",NA,"3","3",NA,"Almaty","2","Urban","2",NA,0.878109533312462
NA,"161","5","Female",11,"Yes","Yes","2",NA,"2","3","3","Almaty","4","Urban","1","Trust",0.601650000484311
"1","162","4","Female",13,"Yes","Yes","3","4","2","4","3","Almaty","5","Urban","4","Trust",0.795394603602727
"1","162","1","Female",13,"Yes","Yes","3","4","2","3",NA,"Almaty","3","Urban","2","Trust",0.605517883433974
"1","164","5","Male",15,"Yes","Yes","3","4","2","4","3","Almaty","2","Urban","1","Trust",0.872500409313392
"1","164","1","Male",12,"No","No","1","4",NA,"3","3","Almaty","1","Urban","3","Distrust",0.910210258597245
"0","164","5","Female",10,"Yes","Yes","3","4","2","4",NA,"Almaty","4","Urban","2","Trust",0.605517883433974
"0","164","1","Male",15,"Yes","Yes","3","1","1","4",NA,"Almaty","4","Urban","2","Trust",0.878109533312462
"0","164","5","Male",13,"Yes","Yes","3","4",NA,"3","3","Almaty","2","Urban","3","Trust",0.910210258597245
"0","165","3","Female",16,"Yes","Yes","2","4","2","3","3","Almaty","4","Urban","4","Trust",0.795394603602727
"1","1","1","Female",10,"Yes","No","2","4","2","3","3","Northern","3","Rural","4","Trust",0.878764015906838
NA,"1","1","Male",10,"Yes","No","2",NA,NA,NA,"3","Northern",NA,"Rural","1","Trust",0.963951678947457
"0","1","4","Female",16,"Yes","Yes","3","1",NA,"4","1","Northern","4","Rural","2","Trust",0.668985337013447
"1","1","2","Female",11,"No","Yes","3","3","3","3","3","Northern","3","Rural","3","Trust",0.693441186435793
"1","1","2","Female",14,"No","Yes","2","4","3","3","3","Northern","3","Rural","2","Trust",0.668985337013447
"1","1","1","Male",11,"No","Yes","3","3","2","4","3","Northern","4","Rural","4","Trust",1.27436543331074
"0","1","4","Female",10,"Yes","Yes","2","2","1","3","4","Northern","4","Rural","3","Trust",0.693441186435793
"1","1","3","Female",11,"Yes","Yes","3","3","2","3","4","Northern","5","Rural","1","Trust",0.664712041295186
"1","2","5","Female",14,"Yes","Yes",NA,"4","2","3","3","Northern","3","Rural","2","Trust",0.668985337013447
"0","2","4","Female",11,"Yes","Yes","2","3","2","4","2","Northern","2","Rural","2","Trust",0.668985337013447
"1","2",NA,"Male",9,"No","No","1","4","3","3","2","Northern","2","Rural","5","Trust",1.26354014672386
"1","3","1","Male",11,"No","Yes",NA,"4",NA,"3","3","Northern","3","Rural","3","Trust",1.00561409210166
"1","3","5","Female",12,"Yes","Yes","3","3",NA,"4","3","Northern","3","Rural","1","Trust",0.664712041295186
"1","3","5","Female",12,"Yes","Yes",NA,"3","3","3","3","Northern","2","Rural","1","Trust",0.664712041295186
"0","4","1","Female",13,"No","No","1",NA,NA,"4",NA,"Northern","4","Rural","5","Trust",0.871299224359785
"0","4","4","Female",10,"Yes","Yes","2","4",NA,"4","5","Northern","4","Rural","3","Trust",0.693441186435793
"0","4","1","Male",13,"No","Yes","1","4","3","4","3","Northern","3","Rural","3","Trust",1.00561409210166
"1","4","5","Female",12,"Yes","Yes","2","3","1","3","3","Northern","3","Rural","2","Trust",0.668985337013447
"1","4","1","Male",11,"No","Yes",NA,"4",NA,"3","3","Northern","3","Rural","3",NA,1.00561409210166
"0","5","1","Male",11,"No","Yes","3","1",NA,"4","2","Western","4","Rural","3",NA,0.978174240874255
"1","5","5","Female",15,"Yes","Yes","3","4","1","3","3","Western","4","Rural","4","Distrust",0.854785479756767
"1","5","1","Female",11,"No","Yes","3","3",NA,"3","1","Western","4","Rural","2","Trust",0.650730960642686
"0","5","1","Female",16,"Yes","Yes","3","3","2","3","2","Western","4","Rural","3","Distrust",0.674519491582665
"1","5","2","Male",15,"Yes","Yes","2","3","2","3","1","Western","4","Rural","1","Distrust",0.93764865588078
"0","5","1","Female",11,"No","No","2","1","2","3","2","Western","4","Rural","4","Trust",0.854785479756767
"1","5","1","Male",12,"No","Yes","3","2","3","3","1","Western","4","Rural","1","Trust",0.93764865588078
"1","5","1","Female",17,"No","No","2","1","1","3","1","Western","2","Rural","5","Trust",0.847524377449059
"1","5","1","Female",16,"Yes","Yes","2","2","2","3","1","Western","2","Rural","3","Distrust",0.674519491582665
"0","6","5","Female",19,"Yes","Yes","2","2","2","4","2","Western","4","Rural","2","Trust",0.650730960642686
"1","6","1","Female",14,"No","No","3","3",NA,"4","6","Western","2","Rural","3","Trust",0.674519491582665
"0","6","1","Male",12,"No","No","3","1","2","4","3","Western","3","Rural","3","Trust",0.978174240874255
"0","6","1","Male",10,"No","No","3","1","1","4","3","Western","5","Rural","3","Trust",0.978174240874255
"0","6","1","Male",12,"No","Yes","2","3","2","3","3","Western","3","Rural","2","Trust",0.943676604432157
NA,"6","1","Female",14,"Yes","Yes",NA,"3",NA,"3","3","Western","4","Rural","2",NA,0.650730960642686
"0","6","1","Male",11,"Yes","Yes","3",NA,NA,NA,"4","Western","5","Rural","2","Trust",0.943676604432157
"1","7","5","Male",13,"Yes","Yes","2","4","1","3","3","Western","4","Rural","1","Trust",0.93764865588078
NA,"7","1","Male",11,"No","Yes","3",NA,NA,"3","3","Western","3","Rural","2","Trust",0.943676604432157
"0","7","1","Female",13,"No","Yes","3","4","2","4","6","Western","5","Rural","1","Trust",0.646574268897739
"1","7","5","Male",9,"Yes","Yes","3","2","1","1","3","Western","5","Rural","1","Trust",0.93764865588078
"0","7","5","Male",12,"Yes","Yes","2","1",NA,"4","6","Western","4","Rural","1","Trust",0.93764865588078
"0","7","1","Male",12,"No","Yes",NA,"1","2","3","6","Western","4","Rural","1","Trust",0.93764865588078
"0","8","1","Female",15,"No","No","2","4","1","4","2","Western","4","Rural","3","Trust",0.674519491582665
"0","8","4","Female",12,"Yes","Yes","2","4","1","3","3","Western","4","Rural","4","Trust",0.854785479756767
"0","9","1","Male",12,"No","No","3","3",NA,"4","2","Southern","3","Rural","4","Trust",1.52674006806282
"0","9","1","Male",10,"No","No","3","3","2","4","2","Southern","2","Rural","4","Trust",1.52674006806282
"0","9","5","Female",16,"Yes","Yes","2","3","3","3","2","Southern","3","Rural","3","Trust",0.830769900456323
"0","9","5","Female",13,"Yes","Yes","3","3",NA,"3","3","Southern","2","Rural","4","Trust",1.05279396191031
"0","9","1","Male",11,"Yes","No","3","1","2","4","3","Southern","5","Rural","5","Trust",1.51377094762966
"0","9","1","Male",8,"No","No","3","2",NA,"4","3","Southern","4","Rural","3","Trust",1.20476535794882
"0","9","5","Male",16,"Yes","Yes",NA,"2","2","4",NA,"Southern","3","Rural","2","Trust",1.16227644791638
"0","9","1","Male",11,"No","No","3","1",NA,"4","2","Southern","4","Rural","1","Trust",1.15485214323657
"0","9","1","Female",11,"No","Yes","2","3","2","4","2","Southern","4","Rural","2","Trust",0.80147082796453
"1","10","1","Male",11,"No","Yes","2","3","3","3","2","Southern","1","Rural","3","Trust",1.20476535794882
"0","10","1","Female",11,"No","Yes","3","3",NA,"3","2","Southern","2","Rural","1","Trust",0.796351251094965
"1","10","1","Female",11,"No","No","2","4","3","3","2","Southern","1","Rural","5","Trust",1.04385084712022
"0","10","5","Male",12,"Yes","Yes","2","3","2","4","3","Southern","2","Rural","1","Trust",1.15485214323657
"1","10","1","Male",10,"No","No","2","3","2","3","3","Southern","3","Rural","5","Trust",1.51377094762966
"0","10","2","Female",14,"Yes","Yes","2","3","2","3","3","Southern","1","Rural","1","Trust",0.796351251094965
"1","10","3","Female",15,"Yes","Yes","3","3",NA,"3","3","Southern","2","Rural","2","Trust",0.80147082796453
"1","10","1","Female",10,"No","No","1","3","3","4","3","Southern","1","Rural","4","Trust",1.05279396191031
"0","11","1","Female",10,"No","No","3",NA,NA,"4","1","Southern","5","Rural","3","Trust",0.830769900456323
"1","11","1","Male",11,"Yes","No","2","4",NA,"3","3","Southern","3","Rural","3","Trust",1.20476535794882
"1","11","1","Female",10,"No","No","3","4","1","4","2","Southern","4","Rural","2","Trust",0.80147082796453
"1","11","1","Female",10,"No","Yes","3","3",NA,"3","2","Southern","5","Rural","2","Trust",0.80147082796453
"1","11","2","Male",10,"No",NA,"3","1","1","4","6","Southern","5","Rural","2","Trust",1.16227644791638
"0","11","2","Male",11,"No","Yes","3",NA,"3","4","3","Southern","4","Rural","1","Trust",1.15485214323657
"1","11","1","Female",13,"No","No","3","3",NA,"3","2","Southern","4","Rural","5","Trust",1.04385084712022
"0","11","4","Male",10,"Yes","Yes","2","4",NA,"3","3","Southern","1","Rural","2","Distrust",1.16227644791638
"0","12","1","Female",12,"No","No","3",NA,"3","4","4","Southern","4","Rural","5","Trust",1.04385084712022
"0","12","1","Female",14,"No","No","3",NA,NA,"3","3","Southern","4","Rural","4","Trust",1.05279396191031
NA,"12","3","Female",13,"Yes","Yes","3","4","3","4","4","Southern","5","Rural","1","Trust",0.796351251094965
